"words"	"Freq"
"rel2/ra1"	1
"relapsed"	1
"relapses"	1
"relapsing"	1
"-related"	1
"related8"	1
"[relation"	1
"[relationships"	1
"(relative)"	1
"relative)"	1
"relative-rate"	1
"relatives)"	1
"relax"	1
"(relaxed)"	1
"relayed"	1
"relays"	1
"-release"	1
"(release"	1
"released/hr(-1)"	1
"relevent"	1
"relieving"	1
"religated"	1
"religation"	1
"religion"	1
"re-localization"	1
"re-localized"	1
"(rem)"	1
"remaking"	1
"remarked"	1
"remarkedly"	1
"remediate"	1
"remediating"	1
"remedy"	1
"remember"	1
"(remi)"	1
"reminder"	1
"reminiscient"	1
"remissions"	1
"remit"	1
"remits"	1
"remixing"	1
"remodelers"	1
"remodeling-deficient"	1
"remodelled"	1
"re-modelling"	1
"remorins"	1
"[remote"	1
"removals"	1
"(removing"	1
"renamed"	1
"renan"	1
"(r)-enantiomers"	1
"r-enantiomers"	1
"renate"	1
"renaud"	1
"rendu"	1
"rene"	1
"renewability"	1
"re-newed"	1
"reniform"	1
"reniformis)"	1
"(renilla"	1
"renlili1984@gmail"	1
"(renluc*)"	1
"renneting"	1
"renowned"	1
"renwenkai19@126"	1
"renzi"	1
"re-open"	1
"reopro"	1
"reorganisation"	1
"reorganize"	1
"re-organized"	1
"reorganizes"	1
"re-orientation"	1
"reorienting"	1
"reoviridae)"	1
"reoviruses"	1
"re-oxidation"	1
"re-oxidized"	1
"re-oxygenation"	1
"(rep1"	1
"(∆rep1"	1
"rep1-11"	1
"rep1-like"	1
"rep4)"	1
"(repa"	1
"(repa(-))"	1
"repa(-)"	1
"repa+"	1
"\"repair\""	1
"(repair"	1
"repair-"	1
"repair)"	1
"repairable"	1
"repair-associated"	1
"repairdeficient"	1
"repair/recombination"	1
"repair/response"	1
"repair/toleration)"	1
"repa-mediated"	1
"reparameterized"	1
"reparative"	1
"repa-rbr"	1
"(repat)"	1
"repat15"	1
"repat30"	1
"repat31"	1
"repat32"	1
"repat38"	1
"repat39"	1
"repb)"	1
"repeat-1"	1
"repeatabilities"	1
"repeat/cas9"	1
"repeated-batch"	1
"repeated-dose"	1
"repeat-like"	1
"repeat-mediated"	1
"repeat-one"	1
"(repeats"	1
"repeats/"	1
"repeats)/cas9"	1
"repeat-specific"	1
"repeat/unique"	1
"repelled"	1
"repellency"	1
"repellent-like"	1
"repelling)"	1
"repens"	1
"repens))"	1
"repercussion"	1
"reperfusion)"	1
"repeteability"	1
"repetitious"	1
"repetive"	1
"rephosphorylation"	1
"replaceable"	1
"(replacement"	1
"replacement)"	1
"replacer/d"	1
"replacers"	1
"(replacing"	1
"[replacing"	1
"replicas"	1
"replicase"	1
"(replicated"	1
"replicates)"	1
"replicational"	1
"replication-dependent"	1
"replication-initiator"	1
"replication-proficient"	1
"replications)"	1
"replicative-form-specific"	1
"replicon)"	1
"reply"	1
"repolarization"	1
"repolymerization"	1
"reponses"	1
"(reported"	1
"reported)"	1
"\"reporter\""	1
"(reporters)"	1
"report/target"	1
"repositioning"	1
"(rep-pcr)"	1
"rep-pcr"	1
"representation)"	1
"representations"	1
"representativity"	1
"(represented"	1
"repression)"	1
"repression2"	1
"repression7"	1
"repression--in"	1
"repression)-like"	1
"repressor-activator"	1
"repressor-maize"	1
"repressor-mediated"	1
"repressor--operator"	1
"(reproduction"	1
"reproduction-lactation"	1
"reproduction-related"	1
"reproductive/developmental"	1
"reproductive-isolation"	1
"reproductively"	1
"reproductive/protective"	1
"reproductivity"	1
"reprogram"	1
"reprograming"	1
"re-programming"	1
"reprovision"	1
"reptation"	1
"repulsion"	1
"reputation"	1
"(required"	1
"requirement(s)"	1
"(requiring"	1
"requiring2"	1
"rer"	1
"rerandomized"	1
"re-randomized"	1
"reranking"	1
"rere"	1
"rereduction"	1
"re-registration"	1
"(rer)-enriched"	1
"rerio"	1
"(res)"	1
"resampled"	1
"rescue-defence"	1
"rescue/defense"	1
"(res)/d"	1
"res/d"	1
"research-and-economic"	1
"research-development"	1
"researches)"	1
"researching"	1
"resected"	1
"reselection"	1
"(resembling"	1
"resepectively"	1
"re-sequencing"	1
"reservoirs-lakes"	1
"resetting"	1
"res@gmail"	1
"reshape"	1
"reshaped"	1
"résidence"	1
"residue)"	1
"residue]"	1
"residue-long"	1
"residues(1-2)"	1
"residues/molecule"	1
"residuum"	1
"resilenced"	1
"resin-immobilized"	1
"resins)"	1
"resistance-"	1
"resistance1"	1
"resistance1-cysteine"	1
"resistance-2"	1
"resistance-3)"	1
"resistance-allele"	1
"resistance-confirmation"	1
"resistance--from"	1
"resistance/germplasm"	1
"resistance-like"	1
"resistance/p-glycoproteins"	1
"(resistant)]"	1
"[resistant"	1
"resistant)"	1
"resistant6"	1
"resistant/susceptible"	1
"resistin)"	1
"resistive"	1
"resistive-pulse"	1
"resists"	1
"(resites)"	1
"resolubilization"	1
"re-solubilization"	1
"resonance)"	1
"resonance-based"	1
"resort"	1
"resource-demanding"	1
"resource-efficient"	1
"resource-limited"	1
"resource-poor"	1
"resource-rich"	1
"resources)"	1
"resource-use"	1
"respectively)/g"	1
"(respiration"	1
"respiration-deficient"	1
"respiration-related"	1
"respiring"	1
"respirometry"	1
"respondents"	1
"responding1"	1
"response--an"	1
"response-associated"	1
"response-constitutive"	1
"response-defective"	1
"response-regulators"	1
"responses--exhibited"	1
"responsibilities"	1
"responsing"	1
"[responsive"	1
"responsiveness)"	1
"ressei"	1
"restful"	1
"restimulation"	1
"restorer-of-fertility(rf)"	1
"restricted-refed"	1
"restriction-enzyme"	1
"restriction-mapped"	1
"restriction-modification"	1
"restructured"	1
"rests"	1
"resuits"	1
"results)"	1
"results]"	1
"results/conclusions"	1
"resumed"	1
"resupplied"	1
"re-supplied"	1
"resupplying"	1
"re-supplying"	1
"resurfaced"	1
"resuscitated"	1
"resuscitation"	1
"resuspension"	1
"retardant"	1
"(retention)"	1
"retention/n"	1
"retention/retrieval"	1
"reticulatum"	1
"reticulitermes"	1
"reticulocyte-derived"	1
"reticulo-endothelial"	1
"reticulorumen"	1
"reticulorumens"	1
"reticulo-rumens"	1
"reticulum)"	1
"reticulum-targeting"	1
"reticulum-to-golgi"	1
"reticulum-type\""	1
"retinitis"	1
"retinoid"	1
"retinoids)"	1
"(retinol"	1
"retinol/g"	1
"retired"	1
"retrace"	1
"retract"	1
"retracted-like"	1
"retransformation"	1
"re-transformation"	1
"retransforming"	1
"(re)translocation"	1
"retro-diffusion"	1
"retro-element"	1
"retrofit"	1
"retrofitted"	1
"retroflexus)"	1
"retrogene"	1
"retrogradation)"	1
"retroid-family"	1
"retrons"	1
"retroposing"	1
"(retropseudo"	1
"retropseudogenes"	1
"retrosequences"	1
"retrospect"	1
"retrotranslocation"	1
"retrotransposon-mediated"	1
"retrotransposon-related"	1
"(retrotransposons)"	1
"retrotransposons/retroelements"	1
"retrotransposon-tagged"	1
"retroviral-like"	1
"returned/kg"	1
"reusable"	1
"re-use"	1
"reus-el"	1
"(reuter)"	1
"reuteran"	1
"(reuteran)"	1
"reuter@fal"	1
"re-utilization"	1
"(rev)"	1
"revalor-s"	1
"revaluation"	1
"rev-associated"	1
"revelation"	1
"rever-"	1
"reversed-phase)"	1
"reversed-phase-hplc"	1
"reversely"	1
"(reverse-transcriptase"	1
"reverse-transcriptase-coupled"	1
"reverse-transcriptase-primer-elongation"	1
"reverse-transcription-polymerase"	1
"(reversing"	1
"revise"	1
"revisions"	1
"revitalized"	1
"revival"	1
"revived"	1
"revoluta"	1
"revolutionize"	1
"reward"	1
"rewarding"	1
"rewarmed"	1
"re-watered"	1
"rewired"	1
"rewires"	1
"r-expressing"	1
"reykjavik"	1
"reynolds"	1
"reynolds@monsanto"	1
"reynolds@reading"	1
"reyptv1"	1
"(reyptv1)"	1
"reza"	1
"(rf"	1
"rf)"	1
"rf1-"	1
"(rf2a)]"	1
"rf2a-m9390"	1
"rf2a-m9437"	1
"rf2d"	1
"rf2e"	1
"rf2-mediated"	1
"rf2-r213"	1
"rf3-associated"	1
"(rf3galtase)"	1
"(rf6026)"	1
"rf8-"	1
"rf*-associated"	1
"(rfd)"	1
"(rfddgs)"	1
"(rfdgs)"	1
"(rf-emf)"	1
"rf-emf"	1
"rfi"	1
"(rfi)"	1
"rfiii"	1
"(rfl1)"	1
"\"rflp-coupled"	1
"rflp-selected"	1
"(rfndf)"	1
"(r-fnr)"	1
"(r)-form"	1
"(rfos)"	1
"rfp"	1
"(r/fr)"	1
"r/fr-simulating"	1
"rfs"	1
"(rfss)"	1
"(rft1"	1
"(rfviia)"	1
"r-g"	1
"r+g"	1
"rg103"	1
"rg22"	1
"rga1)"	1
"[rga1(i)"	1
"[rgas])"	1
"rgc456"	1
"(rgd)"	1
"rgd1"	1
"(rgd2)"	1
"rgd-binding"	1
"rgds"	1
"r-gene)"	1
"\"r-genes\""	1
"(r-genes)"	1
"r-genes)"	1
"(r-gfp)"	1
"(rgg)"	1
"(rgg1)"	1
"rgg1-based"	1
"(rggs)"	1
"rgh3/zrsr2"	1
"(rg-i)"	1
"(rg-ii)"	1
"rg-ii"	1
"(rgii)-containing"	1
"r-glucocorticoid"	1
"(rgm"	1
"(rgm)"	1
"rgm-based"	1
"(rgp2)"	1
"(rgr)"	1
"rgrant1@unl"	1
"(rgsc)"	1
"rgs-contact"	1
"rgss)"	1
"rgt2p"	1
"(rgy)-rich"	1
"(rh"	1
"rh)"	1
"(rh1000)"	1
"(rh123)"	1
"(rh208bt)--providing"	1
"(rh208)--harvested"	1
"(rh22"	1
"(rh289"	1
"(rh3-4)"	1
"rh500"	1
"(rh500)"	1
"rhabdoviral"	1
"rhammond@asrr"	1
"rhamnogalacturonan-i"	1
"rhamnogalacturonans"	1
"rhamnoses"	1
"rhamnosus"	1
"rhamnosyl"	1
"rhamnosylation"	1
"rhaponticum)"	1
"rhck2"	1
"(rhck-2"	1
"rhd6-like"	1
"rhe25@hotmail"	1
"rheinhardtii"	1
"rheoplast®"	1
"rheostat"	1
"rhesus"	1
"(rheum"	1
"rheumatic"	1
"rhg1"	1
"rhg4"	1
"rhgxrxp"	1
"rhinitic"	1
"rhinoconjunctivitis"	1
"rhinotracheitis"	1
"rhizobactrin"	1
"rhizobia)"	1
"rhizobiales-t3ss"	1
"rhizodeposit"	1
"rhizodermal"	1
"rhizodermis-localized"	1
"rhizoids"	1
"rhizomatous"	1
"rhizopertha"	1
"rhizoplanes"	1
"rhizosphere-induced"	1
"rhizotoxicity)"	1
"rhizotron-grown"	1
"rhizotrons"	1
"(rhmgam-n)"	1
"rhmgam-n"	1
"rho1/δrho1"	1
"rhoades"	1
"rhodamine-conjugated"	1
"rhodamine-labelled"	1
"rhodamine-phalloidin"	1
"rhodanese"	1
"(rhode"	1
"rhodesia"	1
"rhodesiense"	1
"rho-dioxane"	1
"(rhodocoxin)"	1
"rhodophyta"	1
"rhodospirillum"	1
"rhoeas"	1
"rho-gtpase"	1
"rhombic"	1
"rhombohedral"	1
"rhône-poulenc"	1
"rho-nitrophenyl"	1
"rho-of-plants7-monomeric"	1
"(rhp)"	1
"rhproinsulin"	1
"(rhproinsulin)"	1
"(rhr)"	1
"rhs"	1
"(rhs)"	1
"rht"	1
"rht-1da"	1
"(rht-b1"	1
"rht-b1/rht-d1"	1
"rht-d1)"	1
"rht-d1a"	1
"rht-d1k"	1
"rht-d1k)"	1
"rhvme1"	1
"rhvme3"	1
"rhynchosporium"	1
"rhythm-oscillated"	1
"(ria)"	1
"riad"	1
"(rib)"	1
"riba"	1
"ribbon-helix-helix"	1
"ribbons"	1
"riboflavin-deficient"	1
"ribogroups"	1
"ribohomopolymer-binding"	1
"ribonucleases"	1
"ribonucleolytic"	1
"ribophagy"	1
"ribophorin"	1
"ribose-5-p"	1
"riboside]"	1
"(ribosomal"	1
"ribosomal-inactivating"	1
"(ribosome"	1
"ribosome-bound"	1
"ribosome-deficient"	1
"ribosomes)"	1
"ribosomes]"	1
"ribosomes-e"	1
"ribosomes/mrna)"	1
"ribozyme-mediated"	1
"(ribr"	1
"(ribulose"	1
"[ribulose"	1
"[ribulose-1"	1
"ribulose-l"	1
"(ribulose-p2"	1
"ricardo"	1
"rice--and"	1
"(rice-based"	1
"rice-corn"	1
"rice-cottonseed"	1
"rice/ct-fed"	1
"rice-delivered"	1
"rice-derived"	1
"rice-growing"	1
"rice-infecting"	1
"rice/maize"	1
"rice-maize-wheat"	1
"ricemal"	1
"rice@monsanto"	1
"rice-ors"	1
"rice-polisher"	1
"rice-produced"	1
"ricepycl"	1
"rice-qpm"	1
"ricerca"	1
"rice-soybean"	1
"rice-specific"	1
"rice-strain"	1
"rice-strain)"	1
"rice--than"	1
"riceviewer"	1
"//riceviewer"	1
"(rich)"	1
"(richardson"	1
"richest"	1
"richland"	1
"richmond"	1
"(richness)"	1
"ricinoleate"	1
"ricin-resistant"	1
"ricin-type"	1
"rickets"	1
"riconoscimento"	1
"rics2751a"	1
"(rid)"	1
"(rid1)"	1
"ridascreen"	1
"ridgefield"	1
"ridges"	1
"ridley"	1
"riechers@mail"	1
"rieske-type"	1
"riethman"	1
"(rif1)"	1
"rifai"	1
"rifampicin"	1
"rifampicin-resistant"	1
"riffle"	1
"(rifs)"	1
"rift"	1
"rigau@cragenomica"	1
"righe@psb"	1
"righospitalet"	1
"rigidifying"	1
"(rik"	1
"(rik)"	1
"(riken)"	1
"ril93)"	1
"rils)"	1
"rim13/palb"	1
"rim20/pala"	1
"rim23/palc"	1
"rim9/pali"	1
"rimaohua@ahau"	1
"rim/pal"	1
"rin"	1
"(rin)"	1
"r-induced"	1
"ring-die"	1
"ring-dried"	1
"ringer"	1
"ring-hydroxylating"	1
"ringspot"	1
"ringspot-associated"	1
"ring-substituted"	1
"ring-type"	1
"ringwala@vtmednet"	1
"rinsed"	1
"r-interacting"	1
"(rio)"	1
"(río"	1
"riordan"	1
"(rip1)"	1
"rip-chip"	1
"ripening)"	1
"ripening-enhanced"	1
"ripening-induced"	1
"ripening-related"	1
"rip-like"	1
"rip-producing"	1
"(rip-rip)"	1
"(rips"	1
"(riptortus"	1
"(rir)"	1
"(ris)"	1
"risbz1-5"	1
"risikobewertung"	1
"risk-free"	1
"risorgimento"	1
"(risp)"	1
"ristic"	1
"(ristic"	1
"ristic@ars"	1
"ristic@gmprc"	1
"rita1"	1
"ritmo"	1
"ritz@nexs"	1
"rivaldo"	1
"rivaling"	1
"rivals"	1
"(river"	1
"(river)"	1
"(ri-wr1)"	1
"ri-wr1"	1
"riyadh"	1
"rizzardo@unimi"	1
"(rjb)"	1
"rj-brasil"	1
"(rjs)"	1
"rjw@rri"	1
"rjw@udel"	1
"(rk2"	1
"rk2-derived"	1
"rkarimi@sci"	1
"rkattsyg[s][d/e][d/e][d/e][d/e][p]"	1
"rkincaid@wsu"	1
"rkn-inducible"	1
"(rl)"	1
"(rlabb)"	1
"rlaha"	1
"(r-lc)"	1
"rlck-vii"	1
"rld1-n1990"	1
"(rld1-o)"	1
"rld1-original"	1
"(rlf-pvsbe2)"	1
"rlg2"	1
"rlg2)"	1
"rlgs"	1
"(rlgs-m)"	1
"rlight"	1
"r-light"	1
"rlk5"	1
"r-loop"	1
"r-loops"	1
"(rlp)"	1
"(rlpb)"	1
"(rlps)"	1
"rlsu)"	1
"(r-ltb)"	1
"r-ltb"	1
"(r(m))"	1
"r-m1"	1
"rm1332"	1
"rm14360"	1
"rm168"	1
"(rm21"	1
"(rm21)"	1
"rm215"	1
"rm250)"	1
"rm255"	1
"rm280"	1
"rm38-r"	1
"rm7"	1
"rm7)"	1
"rmb3"	1
"rmck2"	1
"(rmck-2"	1
"(rmck2)"	1
"(rmck2alpha)"	1
"rmck2alpha-1"	1
"rmck2beta-1"	1
"r-mediated"	1
"rmmullig@uci"	1
"r-motif"	1
"(rmp)"	1
"(rmr)"	1
"(rmr2)"	1
"rmr6"	1
"rmr6-dependent"	1
"rmr7"	1
"rmr7/nrpd2"	1
"(rms)"	1
"(rms1)"	1
"rms2-dependent"	1
"rmsd"	1
"(rmse"	1
"(rmsecv"	1
"(rmsecv)"	1
"rmsep"	1
"(rmsep))"	1
"rn5)"	1
"(rna)"	1
"rna-"	1
"rna-2"	1
"rna-3"	1
"rna-5"	1
"rnaase"	1
"rna-associated"	1
"rna-based"	1
"rna-bound"	1
"rna-catalyzed"	1
"rna-chromatin"	1
"rna-dependent-rna"	1
"rna-derived"	1
"rna-editing"	1
"(rna-fish)"	1
"rna-fluorescence"	1
"rna-free"	1
"rna-guided"	1
"rnagy@botinst"	1
"(rnai"	1
"[rnai])"	1
"(rnai)-based"	1
"rnai-deficient"	1
"(rnai)-mediated"	1
"rna-interference"	1
"rnai-proficient"	1
"(rnai)-transgenic"	1
"rna-n"	1
"rna-pcr"	1
"(rnap)-hrpl"	1
"rnap-hrpl"	1
"rna-profiling"	1
"rna-recognition-motif"	1
"rna-rna"	1
"(rna-s)"	1
"(rnase"	1
"rnase-iii"	1
"rnaseq-based"	1
"rna-silenced"	1
"rna-slot"	1
"rna-specific"	1
"rna-stabilization"	1
"rna-switch"	1
"rna-world"	1
"rnc70-mediated"	1
"rnp-1"	1
"rnpii"	1
"rnpr"	1
"rntagip1"	1
"rntagip2"	1
"rnv"	1
"(ro)"	1
"roadmaps"	1
"roads"	1
"ro@alima-ngo"	1
"roast"	1
"(roasted)"	1
"roasted-sprouted"	1
"(roaster"	1
"roasts"	1
"robbins@bbsrc"	1
"roberta"	1
"robertflūhr@weizmann"	1
"roberto"	1
"robertson@surrey"	1
"robin"	1
"robinson"	1
"robinson-foulds"	1
"robot"	1
"robotic"	1
"roc16"	1
"rockel@fz-juelich"	1
"rockville"	1
"rocky"	1
"rod785@btinternet"	1
"roda@unibo"	1
"rodenticide"	1
"rod/filamentous"	1
"rodlet"	1
"rod-like"	1
"rodney"	1
"rodrigo"	1
"rodríguez"	1
"rodriguez@uah"	1
"rodriguez@upm"	1
"rods"	1
"roebuck"	1
"roemisch-margl@wzw"	1
"roentgenologic"	1
"roger"	1
"(rogfps)"	1
"rohde"	1
"rohilkhand"	1
"rohita"	1
"rohtak"	1
"(roi)"	1
"rois"	1
"rokov@chem"	1
"rol"	1
"(rol"	1
"rôle"	1
"roles(1-2)"	1
"rolfsii"	1
"-rolled"	1
"(rolled"	1
"rolled)"	1
"rolled-oat"	1
"roll-press"	1
"(rom)"	1
"romanian"	1
"romano"	1
"romano)"	1
"rombouts"	1
"romea"	1
"romeis@fal"	1
"romurtide"	1
"ronald"	1
"(rondani)"	1
"ronismartinj@uams"	1
"rony_lucas@hotmail"	1
"(room"	1
"room-temperature"	1
"(\"roost\")"	1
"(root)"	1
"root-"	1
"root(-1)"	1
"(root-activated"	1
"root-cap"	1
"root-derived"	1
"root-drenching"	1
"root-feeding"	1
"root-hair-bearing"	1
"(roothairless"	1
"roothairless1"	1
"roothairless5"	1
"(root-inducing)"	1
"root-inducing"	1
"root-influx"	1
"rootless1)"	1
"rootlets"	1
"root-lodging"	1
"root-nodules"	1
"root-only"	1
"root-pathogenic"	1
"root-preferentially"	1
"root-related"	1
"root-rotting"	1
"roots1"	1
"roots--characterized"	1
"root-starvation-induced"	1
"rootstocks"	1
"roots/tubers/fruits"	1
"root-systems"	1
"root-tips"	1
"root-type-specific"	1
"rootworm-dispersal"	1
"root-worm-protected"	1
"rootworm-protection"	1
"rootworm-resistance"	1
"rootworm/rr2)"	1
"(rop2"	1
"rop2/9"	1
"rop2-mrna"	1
"rop6"	1
"rop6/7"	1
"(rop7)"	1
"rop9"	1
"ropgap4"	1
"rop-mrna"	1
"(rops)"	1
"roquefortines"	1
"ros)"	1
"(ros1)"	1
"(ros1bglu4)"	1
"ros4/increased"	1
"rosa"	1
"roscovitine"	1
"roscovitine-arrested"	1
"ros-depended"	1
"ros-dependent"	1
"ros-detoxifying"	1
"rosea"	1
"roselle"	1
"(roselli"	1
"roseman"	1
"rosemary"	1
"rosendaal/the"	1
"rosetta(de3)plyss"	1
"rosettadock"	1
"rosette-leaf"	1
"rosette-shaped"	1
"roshevitzii"	1
"rosi-marshall"	1
"ros-induced"	1
"roślin"	1
"(ros)-producing"	1
"ros-producing"	1
"ross]"	1
"ross-1"	1
"ros-sensing"	1
"rossi@entecra"	1
"rossi@iscbg"	1
"rossi@unicatt"	1
"rossmann-fold"	1
"rostral"	1
"rotamases"	1
"rotamer"	1
"(rotated"	1
"rotates"	1
"(rotational"	1
"(rotation-resistant)"	1
"rotation-resistant"	1
"rotem(®)"	1
"rotenoids"	1
"roth"	1
"roth@gmail"	1
"rothwell"	1
"roti"	1
"rotis"	1
"rotorua"	1
"rot-resistant"	1
"rottb"	1
"rotted"	1
"rotting"	1
"rotundifolia"	1
"rotz@ars"	1
"(rough"	1
"(rough)"	1
"(roughages/maize"	1
"rougher"	1
"(roughly"	1
"rounded"	1
"rounder"	1
"roundup)"	1
"roundworm"	1
"rousseau@switch"	1
"route)"	1
"routed"	1
"roux"	1
"rover"	1
"row-column"	1
"row-crop"	1
"(rox)"	1
"rox1)"	1
"(rox2)"	1
"(rox3)"	1
"roxb"	1
"roxys)"	1
"(royal"	1
"royle"	1
"(rp"	1
"rp122"	1
"rp16)"	1
"rp1-a"	1
"(rp1-d)"	1
"rp1-d19"	1
"(rp1-d21)"	1
"rp1-d*21"	1
"rp1-d*-21"	1
"(rp1-d*-24)"	1
"rp1-d*-5"	1
"rp1-h"	1
"rp1-homologous"	1
"rp1-kp2"	1
"rp1-kr1n"	1
"rp1-md*19"	1
"rp1-orthologous"	1
"rp1-related"	1
"rp3-a"	1
"rp5"	1
"rp59"	1
"(rp6"	1
"rpa"	1
"(rpb1)"	1
"(rpc)"	1
"(rp)(c18)"	1
"rp-catalyzed"	1
"(rpd)"	1
"(rpd1"	1
"(rpd1)"	1
"rpd1-based"	1
"rpd-3"	1
"rpd3/hda1-type"	1
"rpd3-related"	1
"rpd(cv)"	1
"(r-pe)"	1
"r-pe"	1
"(rpe1)"	1
"rphb"	1
"(rp-hplc-esi-ms"	1
"r-phycoerythrin"	1
"rpink@brookes"	1
"(rpkm)"	1
"(rpks)"	1
"(rpl)"	1
"rpl)"	1
"(rpl10-1"	1
"rpl10-2)"	1
"rpl13"	1
"rpl14"	1
"(rpl16)"	1
"rpl16-spacer-rpl14-spacer-rps8"	1
"(rpl2)"	1
"rpl20"	1
"rpl22-rps3-rpl16"	1
"(rpl23"	1
"(rpl23)"	1
"rpl23/rpl2"	1
"rpl29"	1
"(rpl3)"	1
"rpl33-rps18"	1
"rpl3a"	1
"(rpl3-a1)"	1
"(rpl3-a2)"	1
"(rpl3-a3)"	1
"rpl3b"	1
"(rpl3-b1)"	1
"(rpl3-b2)"	1
"(rpl3-b3)"	1
"rpl5-rps14"	1
"rpl7"	1
"rp-like"	1
"(rplm)"	1
"(rpm"	1
"rpm)"	1
"(rpml)"	1
"rpn"	1
"rpn1978@gmail"	1
"rp-non-phosphorylated"	1
"(rpo"	1
"(rpoa)"	1
"(rpob"	1
"rpob-based"	1
"(rpob-rflp)"	1
"rpoc2-rps2-atpi-atph"	1
"rpos-independent"	1
"(rpot-i4"	1
"rpotm)"	1
"rp-p)"	1
"(rp)-phosphorylated"	1
"(rpr)"	1
"r-pretreated"	1
"(rprorip1)"	1
"rprorip1)"	1
"(r-protein)"	1
"r-protein-like"	1
"(r-proteins)"	1
"[(r)-proteins]"	1
"rps11"	1
"rps12-intron"	1
"rps13"	1
"(rps13)"	1
"(rps14)"	1
"(rps16)"	1
"rps17"	1
"(rps17)"	1
"rps19-rps3-rpl16"	1
"rps3)"	1
"rps4-rps14"	1
"(rps6)"	1
"rps7"	1
"rps7-rps12"	1
"rps@soton"	1
"rpv"	1
"(rpvsbe2)"	1
"rpwise@iastate"	1
"rq"	1
"(r(q))"	1
"(rq)"	1
"rr1"	1
"(rr=102)"	1
"(rr-43a(bc)"	1
"rr-43abc"	1
"(rras[32p]va"	1
"rras[32p]va"	1
"(rrat[32p]va"	1
"rrb"	1
"rrb1p"	1
"rr/bt"	1
"r-repeats"	1
"(rrf)"	1
"(rrf-120"	1
"rrfiedor@cyf-kr"	1
"(rr-fl)"	1
"r-rif1"	1
"rr-l5bbc"	1
"rr-l5b(bc))"	1
"rrm4"	1
"rr_mousavi@yahoo"	1
"[rrmps"	1
"[rrmps(dry)=0"	1
"[rrmps(hm)=0"	1
"rrms"	1
"rrn26"	1
"rrn26)"	1
"rrn5"	1
"rrna-binding"	1
"rrna-coding"	1
"rrna-depleted"	1
"rrna-ribosomal"	1
"rrnas)"	1
"rrna-specific"	1
"(rrp"	1
"(rrp)"	1
"(rr-pr)"	1
"(rrr)"	1
"rrreeet[32p]eeeaa)"	1
"rrs1"	1
"(rrs(238)kls(241)aaakas(247)aat(250)s(251)a-cooh)"	1
"rrxs/tx"	1
"(rs"	1
"(rs)]"	1
"r+s"	1
"rs(0))"	1
"(rs1"	1
"rs(100))"	1
"rs(100)(r))"	1
"rs = 191"	1
"rs1-mum1"	1
"rs2)"	1
"(rs(25)"	1
"(rs(25)(r)"	1
"rs2/as1-knox"	1
"rs2-expressing"	1
"rs2-interacting"	1
"rs3)"	1
"rs39"	1
"rs(50)"	1
"rs(50)(r)"	1
"rs(75)"	1
"rs(75)(r)"	1
"rs = 97"	1
"rsa19t"	1
"<rsantiago@mbg"	1
"(rsb)"	1
"(r-sc"	1
"rscenh3"	1
"(rscenh3)"	1
"rscg"	1
"rschmidt@ucsd"	1
"(rsd"	1
"rsd<12"	1
"(rsda)"	1
"(rsd-r"	1
"(rsd-r)"	1
"rsd-r"	1
"(rsfa)"	1
"rsfg"	1
"rsgcc"	1
"rsh1"	1
"(rshm)"	1
"rsi-i"	1
"(rsip"	1
"rskk96"	1
"(rsm"	1
"[rsm]"	1
"rsm)"	1
"rsm-ga"	1
"(rsmp)"	1
"(rsp)"	1
"(rsqcal)"	1
"r-squared"	1
"(rss)"	1
"rss2"	1
"rssg"	1
"(rssu)"	1
"(rst)"	1
"r-strain)"	1
"rstt"	1
"[r-sups])"	1
"(rsv-t)"	1
"(rsw)"	1
"(rs+wp)"	1
"rs+wp = 107"	1
"rs+wp = 195"	1
"rsyn7"	1
"(rsyn7)"	1
"(rt"	1
"(rtbv)"	1
"(rtbv-wb)"	1
"(rtcs"	1
"(rtcs-like)"	1
"rtcs/rtcl"	1
"rte1"	1
"(rte1)"	1
"rtf1"	1
"rtgp"	1
"(rtgp)"	1
"(rth1)"	1
"rth3-like"	1
"(rth5)"	1
"(rthigf-1)"	1
"(rt-lamp)"	1
"rtlxi"	1
"(rtlxi)"	1
"(rtm)"	1
"(rtmd)"	1
"rtominaga@cc"	1
"(rt/pcr)"	1
"rt--pcr"	1
"rt/pcr"	1
"rt-pcr-amplified"	1
"rt-pcr-based"	1
"rt-pcr-derived"	1
"rt-pcr-overlaps"	1
"(rt-pcrs)"	1
"rt-pcr-sequencing"	1
"(rtq-pcr)"	1
"rtq-pcr"	1
"rt-qrcr"	1
"rt-r27"	1
"r-transferase"	1
"rt/rt"	1
"rts1"	1
"(rtsv-a)"	1
"(rtuf)"	1
"rt-vu15"	1
"rua"	1
"<ruairidh"	1
"rub"	1
"ruban"	1
"rubber"	1
"rubbery"	1
"rubbing"	1
"rubecula/pieris"	1
"rubenstein"	1
"ruber"	1
"ruber)"	1
"(rubi3)"	1
"rubisco-binding"	1
"rubisco-containing"	1
"rubisco-deficient"	1
"rubisco/l"	1
"rubisco-lsu"	1
"(rubisco)(rbcl)"	1
"(rubisco-ssu"	1
"rubner-institute"	1
"(rubp"	1
"(rubpcase/oase)"	1
"rubq2"	1
"(rubq2)"	1
"rubredoxin"	1
"rubrum"	1
"rubrum)"	1
"rubus"	1
"ruby)"	1
"(rudbeckia"	1
"rudenko@leland"	1
"rudenko@stanford"	1
"rüdiger"	1
